Country Name,Country Code,Series Name,Series Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.86,..,..,15.46,..,..,14.384,9.781,..,..
Afghanistan,AFG,Control of Corruption: Estimate,CC.EST,..,-1.27172422409058,..,-1.25113701820374,-1.34417974948883,-1.35064733028412,-1.44725239276886,-1.44629228115082,-1.61325109004974,-1.67209553718567,-1.55229878425598,-1.64539110660553,-1.60047078132629,-1.43037283420563,-1.44596064090729,-1.36493408679962,-1.35471308231354,-1.54022777080536,-1.53007459640503,-1.50287592411041,-1.41931009292603,-1.49336087703705,-1.15226578712463,-1.18368434906006,-1.15493178367615
Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,4.4,9.3,14.1,19,23.8,28.7,33.5,38.4,42.4,48.3,42.7,43.2,69.1,68,89.5,71.5,97.7,97.7,93.4,97.7,97.7,97.7,85.3,..
Afghanistan,AFG,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,0.539036879650045,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,11.0933263091436,11.1052211474061,12.0077331734354,12.9099215252666,13.8186837545214,14.733852939883,15.6484265825764,16.5625231156134,17.4760103900168,18.3888843398134,19.301139222627,20.2128842346224,21.1239963442836,22.0344697184414,22.9443007139289,23.8535895499243,24.7622201760444,25.6714172375918,26.5813145377719,27.4917341128464,28.4025051496417,29.3138430014086,30.0340981310563,..
Afghanistan,AFG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.28535007609856,2.28480734708738,2.28484634471185,2.28883394829011,2.29391264258585,2.29664737806727,2.29941264028069,2.30238096660512,2.30571196902109,2.31761413685953,2.33529238260334,2.35343107220261,2.37388209171293,2.39198468572599,2.403284579283,2.40916200256692,2.40581576446341,2.39898955450016,2.39981758202619,2.4070929738622,2.41775383911968,2.41695301478831,2.40405843848977,2.3943397190254,2.39513967070057
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,4.07787948472197,1.4438030241194,0.742516834396313,6.44932147797304,7.54101896480183,3.93317768847308,3.57650800354462,4.13967803534352,1.79319572747206,2.00233326232255,3.56128837446668,2.89490410370988,3.68950830230738,4.07762772858795,3.46678830410982,3.65757606530364,3.12134122890873,2.58154939895659,2.86649214750073,2.88520797304849,2.90852909268743,3.13474690779163,2.85135765449931,2.53449831666733,2.66562820222961
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,29.5338254910078,29.963328887049,30.1866396823207,32.1976235377091,34.7195467856431,36.112339205495,37.4272741210923,39.0091593456296,39.7149793784401,40.5182205663646,41.9871931680542,43.2204467749107,44.8448507428361,46.7112506324456,48.3590282569032,50.160541526762,51.7509145546816,53.1042837649295,54.6485411587937,56.2482314520951,57.9082516903546,59.7522806371985,61.4805544056544,..,..
Afghanistan,AFG,"Population, total",SP.POP.TOTL,19262847,19542982,19688632,21000256,22645130,23553551,24411191,25442944,25903301,26427199,27385307,28189672,29249157,30466479,31541209,32716210,33753499,34636207,35643418,36686784,37769499,38972230,40099462,41128771,42239854
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,21.986,22.078,22.169,22.261,22.353,22.5,22.703,22.907,23.113,23.32,23.528,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,26.026,26.314,26.616,26.933
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,78.014,77.922,77.831,77.739,77.647,77.5,77.297,77.093,76.887,76.68,76.472,76.263,76.052,75.84,75.627,75.413,75.197,74.98,74.75,74.505,74.246,73.974,73.686,73.384,73.067
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,3212121650.97755,3480355258.04122,3922100793.5403,4348068242.19512,5611496257.14231,7184685781.51876,8052077248.14638,8896075004.63516,10677324852.8822,12881352893.6855,12044205549.6571,11926926615.8015,12890760315.146,12319834195.331,12776224496.9718,13228147516.1168,11386853113.0189,11861199830.8396,13019726211.7369,15156424015.1977,15401826127.2539,15162734205.2462,17930565118.8176,18916378860.5488,22977677860.7979
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,5.94419765,5.92584515,5.66464472,5.91140795,5.89364862,5.72954512,5.63177013,5.92609119,5.50900269,5.82603931,6.23667669,6.18297672,6.15746212,6.28286266,6.43451118,6.46411896,6.7293272,6.57848787,6.66844559,6.86214113,7.51920271,7.26731825,..,..
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,1033.24253162418,1126.68334010717,1281.6598256178,1425.12421860142,1846.12012081207,2373.58129170055,2673.78781583529,2972.74362094736,3595.03829536404,4370.53971639449,4114.13403283023,4094.34968570481,4437.14116097061,4247.63134315945,4413.06338346821,4578.63320812155,3952.80357364813,4124.05538986272,4531.03220675893,5287.66080067575,5396.2142432843,5343.0377039956,6377.20309553753,6810.11404104233,8367.77573143421
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.8908036407763,6.94621659244254,8.29331263121023,4.53652416035675,5.52863746491788,5.51466791097914,5.52642424695465,5.90265903591924,5.98325951855567,7.50004143020151,3.35428934987461,3.70693815255319,2.54540614450104,1.4172427999078,1.00201754071108,1.77444885260394,2.21872637517804,3.31498068384137,3.80259872019053,4.01934561695576,2.08771199649604,-3.30208203862541,8.90852781831182,4.85640165227306,3.43914949919611
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,13.6080691237129,7.63002243937019,9.31439713939355,4.85047533419143,5.9242115424577,5.9565695961824,6.06788243935723,6.57292298236362,6.78722893588666,8.3281084229243,4.05313986380152,4.22308382721044,2.82164245514005,1.58487281451019,1.18723435286199,1.98538809180384,2.51682705417127,3.48029321671386,3.89811226746693,4.27631155105293,2.52354084280566,-2.74523867757104,9.92271370805365,6.13901678987099,4.63391022678763
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.389437653561617,0.0500181363468309,3.10758827031434,7.77052583431552,0.48400261181847,2.28001916938101,2.36658195679796,2.37072831904282,2.93268248162323,3.32087090389264,2.26692209450831,3.62604695579816,3.42912324722163,2.03159268395301,1.93762080205229,1.6258650440261,1.89617402592365,1.2754316836741,1.98666133171199,2.02805963071136,1.41109078954246,1.62088661717011,2.04147163139549,6.72520271530048,..
Albania,ALB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.209,78.419,78.618,78.823,79.057,79.237,79.493,79.686,80.247,80.429,80.544,80.688,80.798,80.703,80.781,81.013,81.183,81.377,81.504,81.608,81.666,79.676,79.173,79.472,..
Albania,ALB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.401,72.646,72.921,73.22,73.499,73.786,74.033,74.243,75.1,75.163,75.316,75.493,75.693,75.73,75.786,76.114,76.404,76.639,76.873,77.037,77.168,74.632,74.087,74.502,..
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.183,75.404,75.639,75.89,76.142,76.376,76.621,76.816,77.549,77.653,77.781,77.936,78.092,78.064,78.123,78.407,78.644,78.86,79.047,79.184,79.282,76.989,76.463,76.833,..
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.835,19.023,18.57,17.891,16.985,16.306,15.966,15.626,15.966,13.06,13.674,14.086,13.481,13.376,15.866,18.055,17.193,15.418,13.616,12.304,11.466,12.79,12.473,11.588,11.584
Albania,ALB,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,2.32,..,..,4.207,..,15.613,12.679,16.203,14.145,15.603,15.769,14.9,17.843,19.276,17.054,13.694,14.014,12.296,..,..,..,..
Albania,ALB,Control of Corruption: Estimate,CC.EST,..,-0.855563640594482,..,-0.8453409075737,-0.853786587715149,-0.723731815814972,-0.813263893127441,-0.790545284748077,-0.706940054893494,-0.605212390422821,-0.545270919799805,-0.531616508960724,-0.701794147491455,-0.778729438781738,-0.751372694969177,-0.5865718126297,-0.54514080286026,-0.472373723983765,-0.481386840343475,-0.546018898487091,-0.564274072647095,-0.573538780212402,-0.577179968357086,-0.408189445734024,-0.332218527793884
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.4,99.4,99.4,99.4,99.4,99.4,99.4,99.4,100,99.6,99.6,99.7,99.9,99.9,100,100,99.9,99.9,100,100,100,100,100,..
Albania,ALB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,45.9388082961143,..,..,..,36.2550631549433,..,..,3.69048919860369,4.22427486451311,44.3389184402961,44.4567077946667,..,..,..,..,..
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,49.1383205634209,49.0811977467469,48.984765568043,48.8854457544253,50.7176777876065,52.5783324245073,54.4670824974091,56.3838433244244,58.3284789243762,60.3009052009062,62.3006301902166,64.3274026075619,66.3808520347694,68.459832807363,70.5632610188294,70.5919698860001,70.6165078550165,70.6369415898919,70.65335162337,70.6658550054076,70.6745374149515,70.7057950614818,70.7360679461577,..
Albania,ALB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.53402155685636,7.82196406339934,8.14537425656676,8.50810503814409,8.89981574469502,9.30844398877106,9.71988377100567,10.1206071678408,10.5166068089151,10.9019446154388,11.2652729879444,11.6145245442652,11.9630262692482,12.3209619828276,12.6938075118444,13.0981497880449,13.5334306684815,13.971336274146,14.4011419224097,14.8503326192826,15.3505526581018,15.822112678783,16.2342409561742,16.6551913031639,17.1145256791055
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.63335227398725,-0.637356833943492,-0.93847042771206,-0.299876697084691,-0.374149169291299,-0.417931377925999,-0.511790116421897,-0.630911244851673,-0.75571875541991,-0.767342959142321,-0.673894046451936,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.21579032012532,-1.14841763771287
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,113.459051094891,112.738211678832,111.685145985401,111.350729927007,110.934890510949,110.472226277372,109.908284671533,109.21704379562,108.394781021898,107.566204379562,106.843759124088,106.314635036496,106.02901459854,105.854051094891,105.660291970803,105.441751824818,105.135145985401,104.967189781022,104.870693430657,104.612262773723,104.167554744526,103.571131386861,102.615547445255,..,..
Albania,ALB,"Population, total",SP.POP.TOTL,3108778,3089027,3060173,3051010,3039616,3026939,3011487,2992547,2970017,2947314,2927519,2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,2854191,2837849,2811666,2777689,2745972
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.169,41.741,42.435,43.501,44.573,45.651,46.731,47.815,48.902,49.991,51.076,52.163,53.247,54.33,55.387,56.423,57.434,58.421,59.383,60.319,61.229,62.112,62.969,63.799,64.603
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,58.831,58.259,57.565,56.499,55.427,54.349,53.269,52.185,51.098,50.009,48.924,47.837,46.753,45.67,44.613,43.577,42.566,41.579,40.617,39.681,38.771,37.888,37.031,36.201,35.397
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,48640671734.9711,54790398570.3282,59413400923.6364,61516103406.1688,73482264190.9245,91913680985.1708,107046618669.707,123084258693.01,142482739809.849,180383848331.135,150317292079.359,177785053939.531,218331946925.304,227143746075.934,229701430292.157,238942664192.59,187493855609.345,180763839522.151,189880896903.073,194554483655.528,193459662090.677,164873415325.201,186265418570.697,225560256621.757,239899491127.742
Algeria,DZA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,3.48903275,3.83787704,3.7300415,3.60104108,3.5440731,3.23516107,3.35510349,3.82141757,4.20188284,5.35939837,5.11716986,5.26748085,6.00050974,6.03576279,6.54721403,6.96321011,6.58904791,6.53307724,6.38729763,5.86751413,6.14268684,5.5283432,..,..
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1602.8649145582,1780.37606280604,1904.21555356782,1945.19192868032,2292.31758148495,2827.22716459299,3248.09981432319,3681.29098817798,4192.66316915541,5217.99182157355,4270.85845146029,4958.2593791361,5974.57008682611,6096.09001549263,6044.67490330703,6164.64469897525,4741.49977033558,4481.08196153066,4615.86874364885,4640.31414537956,4530.10174483631,3794.40952448639,4216.2512851303,5023.25293164928,5260.20624980797
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.20000155385381,3.80000000133005,2.99999999909843,5.40000000025718,6.50000000017639,4.50000000010007,5.39999999964473,2.9000000001322,3.09999999978203,2.49999999997046,1.20000000003458,4.80000000030061,3.0000000000326,2.39999999959915,2.60000000006077,4.10000000035542,3.19999999974922,3.89999999992476,1.5000000001012,1.40000000013293,0.89999999991042,-5,3.8,3.60000000017391,4.10000000000679
Algeria,DZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.76686671879725,2.35458027055351,1.59249661420158,3.98783972525851,5.06745747748012,3.0396988040366,3.97201916783665,1.42770410611719,1.43521352061708,0.763187124077035,-0.601232167098956,2.87007168412319,1.06309708742151,0.429470117919365,0.60186281674055,2.06006244899419,1.15655765825558,1.84933171786335,-0.467047148195618,-0.511721134650301,-0.939034027379321,-6.63165918655454,2.09348761143818,1.92670099770524,2.49477097334206
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.64551113392799,0.339163189071768,4.22598834854673,1.41830192345051,4.268953958395,3.96180030257187,1.38244656662118,2.31149918514424,3.67899574741699,4.85859062814939,5.73706036145628,3.91106195534028,4.5242115050527,8.89145091062317,3.25423910998847,2.91692692067458,4.78444700693889,6.39769480268757,5.59111590961664,4.26999020467084,1.95176821052892,2.41513094083414,7.22606307415477,9.26551551551553,9.32217375928322
Algeria,DZA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.414,71.949,72.197,72.559,72.25,72.812,73.075,73.379,73.735,74.071,74.864,74.873,75.236,75.478,75.84,76.467,76.824,76.803,76.821,77.205,77.76,75.912,77.959,78.457,..
Algeria,DZA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.703,69.068,69.498,69.943,70.344,70.735,71.069,71.313,71.499,71.841,72.413,72.769,73.04,72.971,73.43,73.803,74.456,74.693,74.7,74.966,75.238,73.082,74.879,75.853,..
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.032,70.478,70.823,71.23,71.287,71.762,72.061,72.334,72.602,72.941,73.62,73.808,74.123,74.202,74.615,75.11,75.622,75.732,75.743,76.066,76.474,74.453,76.377,77.129,..
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,28.545,29.77,27.3,25.9,23.72,17.65,15.27,12.27,13.79,11.33,10.16,9.96,9.96,10.97,9.82,10.207,11.206,10.202,12,12.15,12.285,14.04,13.607,12.437,11.814
Algeria,DZA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,22.83,..,..,..,..,..,..,..,..,..,..,..,..,17.75,..,..,..,..,..,..
Algeria,DZA,Control of Corruption: Estimate,CC.EST,..,-0.987298190593719,..,-0.928754985332489,-0.715244472026825,-0.699272692203522,-0.466420471668243,-0.564962565898895,-0.592309474945068,-0.633444845676422,-0.614938259124756,-0.552147269248962,-0.572699666023254,-0.521544516086578,-0.472966939210892,-0.61311799287796,-0.639462769031525,-0.673700511455536,-0.598896265029907,-0.658903956413269,-0.656169533729553,-0.666826963424683,-0.635961413383484,-0.638041079044342,-0.589308321475983
Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,98.6,98.6,98.6,98.6,98.6,98.6,98.7,98.7,99.3,98.8,98.9,99,98.8,99.2,99.3,99.4,99.4,99.5,99.6,99.5,99.7,99.8,100,..
Algeria,DZA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,70.078517334717,70.6421850278993,71.1918583653421,71.7269643155818,72.2475517663549,72.7531510539839,73.2443466074211,73.7207212607151,74.1828238425326,74.6276877244098,75.056807812812,75.469916980438,75.867622968565,76.2501426819848,76.6182319353339,76.9719606352109,76.3948592626,75.7305417878483,75.036130399841,73.9538774939834,72.2481473302903,70.5470307769978,70.5979339572563,..
Algeria,DZA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.15103498120392,4.24364608746928,4.33562427058594,4.42512877317665,4.50841418861533,4.58296670465066,4.65186120554186,4.70983612556279,4.75201329220495,4.78171401012939,4.80610366454189,4.83058597427816,4.86049908435941,4.90306741880239,4.96742468180097,5.06342497100922,5.19075684768649,5.33963028164933,5.49951374138218,5.67040595099002,5.85503670340651,6.01747007813233,6.18199997132055,6.38778617794156,6.60849832514482
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1.39842912410864,1.40229085828763,1.37593080261361,1.34886695233422,1.35423891111813,1.40727321515229,1.36408196251206,1.44113729642515,1.62790867702938,1.70897167476718,1.79590393152832,1.85870199052442,1.89839428094337,1.94310213435967,1.9667158178046,1.97904881035906,1.99994605069585,1.99343168879913,1.95700247075081,1.9033254281097,1.83944488568624,1.73245672803153,1.65770320084269,1.62833925417918,1.55401932380535
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,12.7411400908579,12.9210665311915,13.100080193472,13.2779799642278,13.4590186166416,13.6497627784729,13.8372324435077,14.0380897998942,14.2684873243931,14.5144272674599,14.7774471604793,15.0546843904037,15.3432116855744,15.6442613383493,15.9549850109584,16.2738871581281,16.6026255583626,16.9369083372205,17.2716286111714,17.6035123046545,17.9303156808402,18.2436570559099,18.5486033116111,..,..
Algeria,DZA,"Population, total",SP.POP.TOTL,30346083,30774621,31200985,31624696,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546,41927007,42705368,43451666,44177969,44903225,45606480
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,59.118,59.919,60.712,61.501,62.284,63.061,63.83,64.593,65.348,66.097,66.826,67.54,68.236,68.915,69.576,70.221,70.848,71.459,72.052,72.629,73.189,73.733,74.261,74.772,75.268
Algeria,DZA,Rural population (% of total population),SP.RUR.TOTL.ZS,40.882,40.081,39.288,38.499,37.716,36.939,36.17,35.407,34.652,33.903,33.174,32.46,31.764,31.085,30.424,29.779,29.152,28.541,27.948,27.371,26.811,26.267,25.739,25.228,24.732
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,721000000,750000000,871000000,..
American Samoa,ASM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,8800.72881035461,9043.68236654528,8832.81851941832,8733.01428721137,8673.92719531291,9187.16634446553,10019.502245442,12191.5977314597,10446.8632062572,10495.3047320935,11920.0610903131,12038.8715916596,12313.9973571825,13101.5418159165,13300.8246114811,12372.8847825647,13195.9358995539,13672.576657298,15609.7772196843,16653.7137781725,19673.3901023197,..
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,0.965517241379317,0.409836065573771,-0.408163265306129,-4.09836065573771,1.85185185185186,-2.65734265734265,-4.16666666666666,0.299850074962521,0,-4.33482810164425,-2.5,1.76282051282051,3.14960629921259,-1.67938931297709,-6.98757763975155,2.6711185308848,-0.487804878048777,4.41176470588236,-0.782472613458523,1.73501577287065,..
American Samoa,ASM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,1.37676078341285,0.958704603397948,0.238921012915611,-3.39475237932344,2.67197034041648,-1.80045000177043,-3.25794109501621,1.24526425733148,0.992450745719012,-3.2319106405226,-1.21950183979621,3.27902164193507,4.85444230115995,0.113644342114497,-5.13533988577697,4.87406112450759,1.83171396600592,6.97068820816773,1.75992833256275,3.48601710593883,..
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,0.791444957256317,0.789309144020081,0.299861043691635,0.30806240439415,0.317555278539658,0.347466081380844,0.328756839036942,0.310445874929428,0.29941114783287,0.303002297878265,1.2206939458847,1.15172910690308,1.15941143035889,1.76228725910187,1.78064966201782,1.78022909164429,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,80.5751923051814,81.6167128690211,82.6626371991011,83.7129652954212,84.7676971579816,85.8268327867824,86.8903721818232,87.5578229012245,87.7874953020427,88.0171677028609,88.2468401036791,88.4765125044974,88.7061849053156,88.9358573061338,89.165529706952,89.3952021077702,89.6248745085884,89.8545469094066,89.8545469094066,89.8545469094066,89.8545469094066,89.8545469094066,..,..
