Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Europe & Central Asia,ECS,22579.1836978638,22905.1508077141,23479.2803248158,23890.7705756439,24242.0406418536,22863.9180804506,24334.8623198819,25189.9230456369,25351.795196889
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Europe & Central Asia (excluding high income),ECA,6312.15034167041,6430.65951681836,6748.1820425955,6926.95089041506,7021.20685737201,6995.15572382393,7571.51514115903,7922.9817971703,8269.25326953864
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Europe & Central Asia (IDA & IBRD),TEC,8014.50415079485,8121.81305722863,8431.58380666846,8705.98998253335,8898.25888951877,8743.86757747555,9374.8978911472,9659.41694213845,9992.53500402297
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,European Union,EUU,30487.6523692732,31022.9930260778,31855.4897622019,32456.7454998497,33015.6514076378,31126.7025554185,33034.9660039527,34169.43212858,34162.5719694931
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Fragile and conflict affected situations,FCS,1845.31230428842,1843.53636775765,1848.81635218005,1857.92935971625,1862.88631973108,1705.4220864346,1744.12684886411,1739.65429348694,1728.12175813928
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Heavily indebted poor countries (HIPC),HPC,917.721459685355,931.307494298725,949.936599297873,962.016004235601,976.835707537181,952.31169844329,965.657019260342,985.501788659698,1002.11436935098
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,High income,HIC,36482.9965260467,36955.7867915663,37694.6802627023,38420.0175893816,38982.2404904257,37327.806818298,39440.2411991718,40395.787606743,40852.727538048
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IBRD only,IBD,5541.33759395986,5737.87397619394,5982.26773417593,6223.29765160822,6419.69001259911,6285.20120048751,6726.19281396224,6943.36586651973,7215.89480953748
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IDA & IBRD total,IBT,4484.4893837025,4625.19368225206,4802.27463674428,4976.32841838627,5114.02261987134,4988.81695826959,5303.12618391446,5449.89351425309,5632.93589712087
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IDA blend,IDB,1993.78936181267,1996.88446051628,2008.25704497249,2043.92993170253,2058.36656067917,1987.47237934812,2046.68541091504,2088.38673359582,2095.71064966582
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IDA only,IDX,1042.15535457657,1063.23085093362,1093.67132057759,1119.85469475113,1148.45092270625,1119.28216322345,1135.17434572949,1158.81073634005,1178.61622871176
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,IDA total,IDA,1360.96217666755,1375.27751979526,1398.64532331866,1427.40663196563,1450.69406151116,1407.17372567453,1437.00754862437,1466.35253377199,1481.74544295372
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Late-demographic dividend,LTE,8212.74329215127,8526.9804008962,8922.71621873181,9355.6834650395,9745.8201011099,9732.04179154123,10434.7486535396,10756.391536937,11199.8303769714
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latin America & Caribbean,LCN,8719.62575346093,8603.51885715288,8681.35672766534,8737.41630311707,8722.92390071137,8077.33486222589,8583.82859356081,8867.54684896765,8992.34521853978
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latin America & Caribbean (excluding high income),LAC,8297.30225777455,8172.09362245258,8249.21582144478,8287.68653877903,8255.77244738006,7645.95351649581,8105.06382621734,8361.53279037083,8481.29480018684
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latin America & Caribbean (IDA & IBRD),TLA,8577.804211342,8460.48651883219,8542.2923366419,8602.30803224303,8585.9680078824,7956.86967775737,8469.6878079054,8748.72232262643,8872.24514755531
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Least developed countries: UN classification,LDC,968.123889466947,979.666456348502,998.919660555635,1019.736613418,1045.54017677212,1019.96377782068,1023.6067359462,1046.61400691296,1061.04854273083
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Low & middle income,LMY,4214.45758022272,4357.65260887661,4530.87953394733,4696.99350317197,4829.22127974888,4716.3989442653,5012.54301955553,5157.98365968699,5337.286717668
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Low income,LIC,714.771564692477,710.308151038639,712.504550146692,717.083496497129,726.831050395544,709.327501805966,704.7831999426,711.923379069778,713.789898658694
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lower middle income,LMC,1856.92603274113,1933.23433875868,2008.57549563987,2087.23959081908,2141.44257195502,2036.0840425946,2142.93805366344,2239.72960740927,2328.04197872763
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Middle East & North Africa,MEA,7266.6592292899,7441.38350086059,7454.71180596609,7489.14121107498,7461.95208671173,7060.79457319143,7359.09890767791,7670.04060390167,7689.53363973514
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Middle East & North Africa (excluding high income),MNA,3862.5722046145,3998.06514643384,4053.89356294626,4057.46224086583,4032.91838473165,3794.02784792568,3969.93734577772,4083.70498659547,4131.50402220791
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Middle East & North Africa (IDA & IBRD),TMN,3869.3156107047,4003.97262335279,4060.69296245459,4064.88390551889,4040.57353949193,3804.31351337738,3980.88151787186,4095.5396749962,4146.96538431873
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Middle income,MIC,4590.10014047065,4754.81503933559,4953.00686548616,5144.07034222491,5298.1782058913,5182.83460438167,5522.94651191308,5695.15751125511,5906.5031791729
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,North America,NAC,55701.8124434679,56248.671396465,57260.5682302589,58585.1701888331,59670.4823129085,57649.744187862,60850.4136407566,61794.6930115336,62823.2009844921
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,OECD members,OED,35733.3440313659,36164.4962889282,36877.3218945624,37519.4585593511,37993.0201510682,36291.97948673,38296.8617002667,39203.9118458066,39640.280560953
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Other small states,OSS,11597.2856104624,11888.8290253048,12287.0653578053,12616.2964741996,12993.1280622265,12160.0776827881,12876.6358042462,13316.4943923044,13507.3782897031
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Pacific island small states,PSS,3735.49952275424,3835.1021482901,3946.25088350527,4013.34944142035,4020.69654913742,3565.22462095987,3415.926058182,3681.7613701716,3837.48576842123
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Post-demographic dividend,PST,40717.0989510663,41261.9125091042,42118.2547123651,42913.4484995818,43546.4321112168,41596.7737665192,43896.7745457048,45048.779838362,45600.1057934204
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Pre-demographic dividend,PRE,1524.75727930826,1517.95219065893,1499.74398896623,1496.4625401909,1503.92767148439,1425.63907860515,1431.58238004766,1452.12334893087,1447.85739742562
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Small states,SST,10568.2406997506,10783.5266918773,11103.8395156948,11376.3249875656,11644.2935712562,10805.8798921572,11452.192813703,12203.9810091802,12626.8186696525
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,South Asia,SAS,1539.5941449215,1639.43934871163,1725.06322658121,1812.81081426728,1862.63401440969,1757.51252254822,1892.05969408879,1993.21703890837,2098.84596464212
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,South Asia (IDA & IBRD),TSA,1539.5941449215,1639.43934871163,1725.06322658121,1812.81081426728,1862.63401440969,1757.51252254822,1892.05969408879,1993.21703890837,2098.84596464212
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sub-Saharan Africa,SSF,1654.27280706483,1630.4382992226,1627.39126544127,1628.56962983334,1628.43906622736,1555.15346864771,1580.48722110119,1597.72529646842,1604.26596825032
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sub-Saharan Africa (excluding high income),SSA,1653.00584689775,1629.03721398284,1625.92322746926,1627.06371933062,1626.88490231094,1553.82834054124,1579.19092318988,1596.28099809112,1602.80846970069
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Sub-Saharan Africa (IDA & IBRD),TSS,1654.27280706483,1630.4382992226,1627.39126544127,1628.56962983334,1628.43906622736,1555.15346864771,1580.48722110119,1597.72529646842,1604.26596825032
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Upper middle income,UMC,7372.17996247398,7646.77485042046,7991.62867877697,8321.04957434134,8603.36537634335,8505.60173689307,9124.72408867393,9418.22581569726,9801.90594779859
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,World,WLD,10177.8905141454,10343.8355623003,10580.0749778103,10807.8880462087,10976.6187490865,10547.7762790817,11111.8796787874,11364.9650598348,11567.238560214
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,899295676086.836,829829959319.292,940105480733.676,1012719339457.72,1006527294483.09,929074086484.093,1086772164579.87,1183962133998.87,1236163044999.97
GDP (current US$),NY.GDP.MKTP.CD,Africa Western and Central,AFW,769367317617.821,692181085843.488,685750159763.133,768189587833.624,823933630796.516,787146719022.421,845993047006.805,877140805320.357,796586157553.094
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,2544136348540.18,2499965913229.88,2571053716382.94,2865543585777.95,2898668715645.56,2576553324185.61,2969116805615.58,3613682354462.24,3491516939569.88
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,34538256117.6859,33451252507.2663,34921587493.3397,36225416548.2006,37621010338.3616,31378030000.782,36706592898.6925,48138054138.9849,53252637669.8953
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,1293623329358.52,1316821592128.16,1461567745963.7,1649014249607.31,1674815945871.77,1665817489087.96,1908203520080.5,1943576044705.41,2252970882003.43
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,10237020101449.3,10537028724316.6,11393447781978.4,11524427704062.7,11767656585558.1,10981013167791.7,12771307369960.5,14131148776107.2,14847823837515.2
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,21995274219766.7,22776012762509.5,24329094912610,26487859556590.8,27032494942206.6,27156482410418.4,31148240510250.8,30663750183419.1,30775659199419.9
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,13323235973753,13614572556661.5,14881098135429.5,16640354816152.1,17213215781553.2,17487334631867.3,20840018387172.9,21113809331055.5,21150247849983.1
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD),TEA,13306887306272.5,13597889126598.8,14862823962899.4,16619890220308.8,17192020073785.4,17465773779184.1,20814269278438.4,21087707522778,21124121301342.6
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,11727106023830.5,12025904489799.8,12736901061170,13761117139592.9,13481146122147.1,13155164142399.1,14754625131073.3,14224347000135.6,15544858680873.8
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,20481460301210.5,20408605606979.3,21652842504644.6,23188735732226.2,22908223277507.4,22156549343244.9,25331394418403.8,25389267749916,27240628835585.3
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,1507646946545.93,1447395306947.53,1485108260761.97,1459981302399.66,1488770219744.96,1428327223229.53,1659440839146.7,1803038234535.2,2098349713814.25
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD),TEC,3627947465522.13,3486198200219.98,3909728235465.93,4077637180273.38,4159709661061.93,3900798423599.77,4623633114358.75,5220065561112.42,5466276097557.08
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,13553897260141,13888833465037.9,14765880176508.2,15981445869808.9,15694050310523.1,15381418584246.1,17315127119106.5,16761496590765.2,18349388450765.6
GDP (current US$),NY.GDP.MKTP.CD,Fragile and conflict affected situations,FCS,1617323277101.47,1490633651211.68,1549712150984.09,1735183810120.25,1842154935322.18,1690930063237.89,1796274437015.52,1950006457159.66,1906801170087.86
GDP (current US$),NY.GDP.MKTP.CD,Heavily indebted poor countries (HIPC),HPC,667302120360.803,674512464051.689,724757996634.928,774607047567.848,803355942387.056,811360288084.988,902263213997.82,981675388899.477,1130472157492.99
GDP (current US$),NY.GDP.MKTP.CD,High income,HIC,49773105280474.1,50737236574099.6,53336788717601.6,56684556889445.8,57218295248360.4,55791128824226.2,62461025675219.6,64444446480056.6,67653743404264.1
GDP (current US$),NY.GDP.MKTP.CD,IBRD only,IBD,25838353087075.7,26027770587219.1,28745223958869,30579316565085.1,31246593993598.4,30103859045527.8,35740404315658.1,37733201523901.4,38733043068564.9
GDP (current US$),NY.GDP.MKTP.CD,IDA & IBRD total,IBT,27987288576613.1,28169507573194.1,30960119365364,32964096579686,33722356189565.9,32528587315534.1,38378968351134.2,40566997900554.3,41559721641424.8
GDP (current US$),NY.GDP.MKTP.CD,IDA blend,IDB,1054056007822.38,984095717018.772,967437544352.281,1056914447272.39,1077750148722.68,1009467966729.65,1104603036389.8,1183656384165.71,1044015231915.96
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,1093640032209.07,1156608800300.87,1247733925328.46,1327890357838.68,1397670771530.98,1414559582470.64,1535389926749.6,1651361994353.62,1786070910237.13
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,2147696040031.45,2140704517319.64,2215171469680.75,2384804805111.07,2475420920253.66,2424027549200.29,2639992963139.39,2835003428054.01,2828041013610.35
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,18550881244486,18593573738109.3,20631078375844.2,22623622462864.8,23050208314364,22531183291578.3,26872794398412,28062557325965.1,28341396914858.3
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,5418289197382.29,5283310849435.27,5866482345855.61,5742638741431.28,5659965575492.01,4804924789054.88,5578001135446.18,6341680448313.76,7094329636592.51
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,4634564315170.45,4496975505130.54,5012883307321.98,4870399271215.6,4804547155275.13,4046822646872.37,4690738841614.13,5389510951677.69,6050580948759.95
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (IDA & IBRD),TLA,5194835549016.91,5053700630074.01,5631949735822.71,5506072829643.66,5413987316641.17,4561296585538.66,5310337203631.62,6045250902748.99,6772781697090.74
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,920864864683.309,936561647193.379,1025062467402.31,1090417461003.23,1150500716964.01,1162019936698.84,1266743958589.09,1424615962242.83,1504251159792.01
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,25326526306958.9,25586586836480,27933259327710.6,29703722066967.9,30424528245038.4,29491920680088.1,34734957850217.4,36438640513559.9,37425214512640
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,416120726145.318,383741508244.759,401921089084.377,418228093932.972,445278364305.202,439782467036.046,466420564539.205,530578689814.764,646797730009.09
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,5083698600746.07,5297558624291.54,5693069209502.07,5979736767522.21,6278114868365.95,6081790240107.94,6894335373844.59,7341102945343.33,7384750127842.02
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,3201010427587.39,3234258578074.41,3372000244857.37,3538057099135.22,3549945029851.94,3199081953495.53,3780277127064.96,4497116837259.17,4287684126920.01
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,1460582775148.29,1496714718329.85,1496691802249.52,1421482666869.71,1433133665481.6,1324364502715.09,1535302141067.38,1760103359907.54,1646554468701.67
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD),TMN,1446610375148.29,1481309318329.85,1480563802249.52,1405206066869.71,1416000165481.6,1308832802715.09,1517193141067.38,1740947356984.75,1629170225345.52
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,24911694910932.1,25202592678135.5,27530340426178,29284043921765.4,29978481798259.3,29051739634677.8,34266063721746.8,35907869702102.2,36786942112904.5
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,19858182357217.1,20339807652907.4,21268509960244.1,22389071169783,23272543648672.5,22985521877000.2,25608789788464.2,27913419349422,29509296092073.6
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,47536673280840.8,48460554255214.5,50610712929528.3,53525975116832.1,54053010452622.2,52852896615891.7,58899843230643.7,60170092967268.4,64098865773303
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,151721848514.729,159200150156.228,176977448024.04,193850030853.887,195442320173.664,178185121948.331,208006924432.84,223331355321.864,234402049500.765
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,9082590662.61225,9532201525.56813,10290482444.2108,10791457053.2083,10729092905.3643,9505064735.52033,9493809706.88294,10316299126.576,11232231820.2487
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,44669765037594.5,45693398993292.1,47667106352008.1,50504305917292.3,51018795008395.9,50004904334179.6,55588775180110.4,56564201304341.6,59851800976561.2
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,1305833014908.77,1163168926723.78,1214614486271.29,1353360006187.64,1427162956056.16,1309584194481.23,1435824208115.63,1639586866408.66,1562533897053.54
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,195342695295.027,202183604189.062,222189517961.591,240866904455.296,243792423417.39,219068216684.633,254207327038.415,281850778773.269,298978248910.632
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,2733618963171.59,3011037037667.86,3433921312241.12,3534066858502,3658209766221.57,3493120726807.89,4079882760410.17,4327288984027.91,4475567635413.06
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,2733618963171.59,3011037037667.86,3433921312241.12,3534066858502,3658209766221.57,3493120726807.89,4079882760410.17,4327288984027.91,4475567635413.06
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,1668662993704.66,1522011045162.78,1625855640496.81,1780908927291.34,1830460925279.6,1716220805506.51,1932765211586.67,2061102939319.23,2032749202553.06
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,1667230590352.53,1520442531814.64,1624180269855.8,1779124613364.58,1828592235182.87,1714838253754.94,1931278037791.87,2059044970799.4,2030607752381.92
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD),TSS,1668662993704.66,1522011045162.78,1625855640496.81,1780908927291.34,1830460925279.6,1716220805506.51,1932765211586.67,2061102939319.23,2032749202553.06
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,19827996310186,19905034053844,21837271216675.9,23304307154243.2,23700366929893.4,22969949394569.8,27373038582479.3,28567593041349.3,29403677430761.3
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,75359657218242.5,76588030455295.5,81550955754739.3,86686870786621.5,87945574337517.8,85577718250195.5,97527032881901.1,101225059591363,105435039507024
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Africa Eastern and Southern,AFE,3.01157198178016,2.18358078096774,2.65139974202668,2.681718104162,2.18925928385238,-2.78037855183037,4.49737998264359,3.55442232938942,2.62231040700607
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Africa Western and Central,AFW,2.81397900746174,0.141488617696979,2.28496137040275,2.84264500273268,3.22202851816455,-1.00441739370378,3.99485439730634,3.78448567787608,3.34277559400802
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Arab World,ARB,3.38756030711494,3.60944655086158,1.51128390704507,2.62315703654876,1.67111088873453,-5.40097921653559,5.11664702876513,5.79310898501694,0.929791980463165
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Caribbean small states,CSS,0.697970065643204,0.471963597496924,1.94326028621741,2.89116347683975,1.02465322343599,-9.19346279301007,10.4440323505071,22.4782173424467,12.7158562820673
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central Europe and the Baltics,CEB,4.02632209202108,2.75319275014614,5.10127396652673,4.94640018271339,3.9085218171802,-3.41747603978885,6.43339870687696,4.24707312691251,0.51170304534574
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Early-demographic dividend,EAR,4.413613006364,4.41966409712549,4.6328678778804,3.84020966703507,2.40227091068419,-4.36828773942052,7.62136441675764,5.58275972830056,4.04377851336302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific,EAS,4.72838604064859,4.65907989167707,5.05317448248172,4.75915481378036,3.96022191431953,-0.144692822272759,6.22113626390231,2.88602957954214,4.09517860393547
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (excluding high income),EAP,6.70715877038921,6.56471186911301,6.70769640336606,6.52499175086045,5.7818918001209,1.24692683762466,7.60374970783415,3.41361786942464,5.06852213671102
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,East Asia & Pacific (IDA & IBRD),TEA,6.70720095585358,6.56457371022981,6.70740565027259,6.52484260710393,5.78182085585361,1.24678181948383,7.60341969056822,3.41356550854968,5.06844554937925
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Euro area,EMU,2.05440886774878,1.86578632128172,2.62860957024193,1.78893526039165,1.5904260702233,-6.11006917047806,5.96333641598549,3.42612123895194,0.446837045901361
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia,ECS,2.0581470448719,1.89982163138352,2.90872250204244,2.13444056000746,1.80525623034259,-5.46244371164977,6.52385192111231,3.15749866416037,0.964032941751626
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (excluding high income),ECA,3.58755229325712,2.78533413629492,5.82147037918305,3.5134921058027,2.24722492786316,0.321073682012468,9.00036510298978,3.07761568064204,4.60658952923629
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Europe & Central Asia (IDA & IBRD),TEC,1.48815723386977,1.8525064629824,4.29253214633275,3.69471936803782,2.65714284041665,-1.46289536902678,7.38646816523473,1.767977505166,3.44498020551657
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,European Union,EUU,2.30937774489288,1.97230777572166,2.84476536928575,2.06690196954229,1.80531197138112,-5.65285689951504,6.00872929242561,3.47865373531921,0.450652377532009
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fragile and conflict affected situations,FCS,1.07053760946113,2.16715558337386,2.5433347260378,2.72015847064731,2.52349885724942,-6.35338636086044,4.56899423218873,1.46339696745457,1.63334399584217
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Heavily indebted poor countries (HIPC),HPC,4.81618711096149,4.44296838242349,5.00347347755732,4.19327692653373,4.42098571652352,0.236251143945921,4.19513247848164,4.79636099899177,4.41181392961016
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,High income,HIC,2.32552627513027,1.8330409085689,2.47631841025758,2.36999444408524,1.84582706522258,-3.91466926056485,5.58436815582274,2.64158610536651,1.64416034202542
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IBRD only,IBD,4.40453094782347,4.55662192021697,5.24165035492055,4.93566542257318,3.98398105981117,-1.4012044301338,7.62848296591747,3.6016886245835,4.44755675822329
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA & IBRD total,IBT,4.32675343024572,4.45496451944591,5.14241842009484,4.89001452039273,3.9791190559074,-1.35543501142301,7.38665926475153,3.65354606149431,4.36322119501504
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA blend,IDB,3.74047100367632,2.08732977261732,2.55579179719419,3.84829204032468,2.77073135741782,-1.41574291758334,5.16429410899273,4.2154910324581,2.52625690149301
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA only,IDX,3.09222401192028,4.35951929288596,5.25609876832121,4.7775026978655,4.96526418580667,-0.237845290364646,3.78918249767895,4.39591712669399,3.99814825826024
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA total,IDA,3.40935816047579,3.24436380993637,3.94568182094561,4.33260077222064,3.91940910668565,-0.79299453521206,4.43321143726286,4.31029853089058,3.29631108462732
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Late-demographic dividend,LTE,4.69985991310821,4.4722484999854,5.30401396529471,5.42417140935132,4.65099889123923,0.199854474511071,7.44958400150686,3.17751274112688,4.18995021181887
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean,LCN,0.407853687760664,-0.334793597648641,1.88982523332572,1.57170629806997,0.718740959001622,-6.64924567289505,6.99679192745977,3.98793094722834,2.1530839544738
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (excluding high income),LAC,0.292573684049671,-0.483657124690296,2.01747161889023,1.56534077715564,0.665471963458231,-6.54268614832709,6.8144664615359,3.87705264535334,2.15125654423696
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (IDA & IBRD),TLA,0.366253546005808,-0.336265482915181,1.99124100567356,1.67447248999927,0.717567356400423,-6.56698628427809,7.20083212845076,4.00758799340008,2.18032895637414
